,,,TIEMPO,,,,
SOLEDAD,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,58,216,435,177,0
SOLEDAD,RECURSO DE REPOSICION,COBROS POR PROMEDIO,31,24,109,113,0
SOLEDAD,RECURSO DE REPOSICION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,44,169,51,0
SOLEDAD,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,43,163,53,0
SOLEDAD,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,2,63,20,0
SOLEDAD,RECURSO DE REPOSICION,COBRO MULTIPLE Y/O ACUMULADO,0,10,56,4,0
SOLEDAD,RECURSO DE REPOSICION,SUSPENSION O CORTE DEL SERVICIO,0,22,35,11,0
SOLEDAD,RECURSO DE REPOSICION,ESTRATO INCORRECTO,42,0,0,0,0
SOLEDAD,RECURSO DE REPOSICION,ESTADO DE LAS INFRAESTRUCTURA,0,13,11,5,0
SOLEDAD,RECURSO DE REPOSICION,SUBSIDIOS Y CONTRIBUCIONES,5,0,0,15,0
SOLEDAD,RECURSO DE REPOSICION,QUEJAS ADMINISTRATIVAS,0,0,7,4,0
SOLEDAD,RECURSO DE REPOSICION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,10,1,0
SOLEDAD,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,4,3,0
SOLEDAD,RECURSO DE REPOSICION,TARIFA INCORRECTA,5,0,0,0,0
SOLEDAD,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,0,4,1,0
SOLEDAD,RECURSO DE REPOSICION,NO CONEXION DEL SERVICIO,0,0,0,2,0
SOLEDAD,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,2,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"4,832","11,998","17,338","6,654",5
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,"2,247","4,393","8,557","4,957",0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,021","4,085","7,204","3,734",6
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,90,935,"2,772","1,377",0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,132,600,"1,298",494,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,9,441,"1,240",462,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,132,431,447,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,703,30,162,52,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,164,63,337,207,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",36,159,238,128,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,136,16,18,6,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,40,71,50,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,43,59,59,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,0,31,51,21,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,17,66,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,13,25,13,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,0,4,15,7,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,3,18,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,2,8,7,3,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,0,7,8,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,FALLAS EN LA CONEXION DEL SERVICIO,0,5,6,1,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,3,0
SANTO TOMAS,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,6,199,282,227,54
SANTO TOMAS,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,114,91,63,21
SANTO TOMAS,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,31,126,95,26
SANTO TOMAS,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,46,72,90,17
SANTO TOMAS,QUEJA,QUEJAS ADMINISTRATIVAS,0,13,28,32,13
SANTO TOMAS,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,1,27,42,1
SANTO TOMAS,QUEJA,NO CONEXION DEL SERVICIO,0,1,7,43,0
SANTO TOMAS,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,11,22,11,2
SANTO TOMAS,QUEJA,COBROS POR PROMEDIO,0,0,12,30,0
SANTO TOMAS,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,12,11,10,4
SANTO TOMAS,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,19,11,3,0
SANTO TOMAS,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,2,6,19,2
SANTO TOMAS,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,2,24,0
SANTO TOMAS,QUEJA,DATOS GENERALES INCORRECTOS,0,8,2,2,1
SANTO TOMAS,RECLAMACION,COBROS POR PROMEDIO,310,489,969,"2,028",733
SANTO TOMAS,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,285,871,"1,226","1,295",472
SANTO TOMAS,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,89,482,"1,564",623
SANTO TOMAS,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,67,307,600,829,293
SANTO TOMAS,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,131,493,394,194,66
SANTO TOMAS,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,54,577,481,84
SANTO TOMAS,RECLAMACION,NO CONEXION DEL SERVICIO,2,207,337,264,85
SANTO TOMAS,RECLAMACION,ESTRATO INCORRECTO,15,110,204,166,23
SANTO TOMAS,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,100,95,125,54
SANTO TOMAS,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,139,98,33
SANTO TOMAS,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,101,73,51,11
SANTO TOMAS,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,42,46,12,0
SANTO TOMAS,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,33,31,2
SANTO TOMAS,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,8,17,13,4
SANTO TOMAS,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,3,0,0,21,7
SANTO TOMAS,RECLAMACION,TERMINACION DEL CONTRATO,6,0,10,3,0
SANTO TOMAS,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,13,2
SANTO TOMAS,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,8,0
SANTO TOMAS,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,5,1
SANTO TOMAS,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,0,3,1
SANTO TOMAS,RECLAMACION,COBROS INOPORTUNOS,2,0,0,0,0
SANTO TOMAS,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,23,0,0,5,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,127,82,247,205,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,44,66,134,61,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,83,27,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",40,0,9,21,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,42,25,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,5,23,18,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,10,32,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,14,12,4,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,10,0,3,3,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,0,5,3,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,6,1
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,2,0
SANTA LUCIA,RECLAMACION,COBROS POR PROMEDIO,0,0,3,0,0
SANTA LUCIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,1,0,0
